Date,Post Type,Content,Like,Retweet,Reply,username,name,first_name,last_name
2022-01-22T10:49:47.000Z,text,किसान आन्दोलन विरोधी जसपाको आतंकको श्रंखला,29,7.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-22T03:16:33.000Z,image,मलखादको व्यवस्था गर नाराका साथ माघ ७ गते किसान आन्दोलनको  खाली बोरा जुलुस। सबै जिल्लाको अपडेट हेर्न: ,42,5.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-21T15:15:06.000Z,text,गौरकांड झैं नरसंहार गरिदिने र घेराऊ हालेर हत्या गरिदिने संघीय मन्त्रीको घोषणाको ४८ घंटा बितिसक्दा पनि मंत्री परिषद्‍बाट कुनै स्पष्टीकरण नआए पछि यसलाई नेपाल सरकारकै #आधिकारिक #घोषणा मान्नै पर्ने भयो। प्रहरीबाट सुरक्षाको आश भएन। अब आफ्नो आत्मरक्षा गर्दा कसैले आपत्ति नमान्नुहोला।,321,57.0,40.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T14:57:04.000Z,video,"मासूम हम रह गये गौरेये को उडाते
लूट कर हमें तो यह सरकार ले गई
#ईँजोड 
पौष ३० गतेको किसान महारैलीमा सम्बोधन, सिरहा।",31,4.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T13:55:27.000Z,video,"किसान महारैलीमा जनमत पार्टीका अध्यक्ष डा. सी. के. राउत, सिरहा बजार, सिरहा, पौष ३० गते",57,10.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T12:30:18.000Z,image,किसान महारैली - पौष 30 #राजबिराज,34,4.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T12:28:36.000Z,image,किसान महारैली - पौष 30 #जनकपुर,29,4.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T12:26:59.000Z,image,किसान महारैली - पौष 30 #भैरहवा,39,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T12:14:15.000Z,image,किसान महारैली - पौष 30 सिरहा,36,4.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-14T03:03:51.000Z,image,शुभ-प्रभात। #ऐतिहासिक #किसान_महारैली आज झापादेखि बर्दिया तथा काठमाडौंमा #आज #पौष_३० गते #शुक्रबार निस्किन गइराखेको छ। सम्पूर्ण जनतासँग सहभागी हुन हार्दिक अनुरोध गर्दछौं। भविष्यमा गर्व गर्न सकिने यस ऐतिहासिक परिघटनामा सामित हुने अवसरबाट नचुकौं🙏🙏🙏,61,6.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-13T07:53:25.000Z,video,"जो घर में छूपे हैं देखें वे यह वीरों का दौर
तलवार वे भी चलाने लगे जिनके हाथ नहीं  ।
घुटने बल पर जो लडते रहे सियासतों से
गवाही है हथसवारों के झूठे इतिहास की ।
🙏🙏🙏वीर योद्धा को सलाम !🙏🙏🙏
#notcopied",33,3.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-08T11:03:26.000Z,image,"किसान का बेटा हूँ मैं
मिट्टी और रेत परखना जानता हूँ
सियासत में जब गुरूर हो तो उसे
जमीन पर भी पटकना जानता हूँ🤼

जनकपुरको बारहबिघामा आज पौष २४ गते शनिबार नेपाल र भारतका प्रतियोगीहरूको सहभागितामा भइराखेको रेस्लिङ्ग प्रतियोगिताको सफलताको लागि शुभकामना।",41,3.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-08T04:28:05.000Z,video,किसान आन्दोलन पौष २३ सिरहा,63,10.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-07T14:28:26.000Z,image,"किसान आन्दोलन १५ औं दिन पौष २३ गतेको विभिन्न जिल्लामा भएको गतिविधिको अपडेट हेर्न 

किसान आन्दोलन - जिन्दाबाद !
जनमत पार्टी - जिन्दाबाद !",29,6.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-07T13:43:58.000Z,image,"बहाने ढूंढते
तो मिल जाते मुझे भी हजारों
पर वीर हूँ मैं
सो रुका ना पैर कभी हमारो

कोटि कोटि नमन इन वीर योद्धाओं को।  🙏🙏🙏
किसान आन्दोलन - जिन्दाबाद 📢📢📢",34,4.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-07T11:06:24.000Z,image,"छोटेराजाले कतै दरबारमा पस्न दिएन त कतै किल्ला छाडेरै भागे।
 
आइतबारसम्म हरेक पालिकामा किसान आन्दोलनको माग सम्बन्धी ध्यानाकर्षण-पत्र दिने कार्यक्रम अन्तर्गत पौष २३ ज्ञापन पत्र दिन जाँदा।

किसान आन्दोलन - जिन्दाबाद !",26,5.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-07T09:38:05.000Z,image,"सिरहा सदरमुकाम - किसान आन्दोलनको १५औं दिन पौष २३ गते📢📢📢
(आइतबारसम्म हरेक पालिकामा किसान आन्दोलनको माग सम्बन्धी ध्यानाकर्षण-पत्र दिने कार्यक्रम रहेको छ)",31,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-07T05:10:37.000Z,image,"सप्तरी CDO/SP द्वारा ज्ञापन-पत्र बुझ्न अस्वीकार

जिप्रका सप्तरी #जसपा को निजी सम्पत्ति हो कि आमजनताको सेवा र सुरक्षाको लागि हो, जवाब दिनुपर्छ। कुनै पार्टी विशेषको निर्देशनमा चल्नु र प्रहरी संरचनाको यसरी दुरुपयोग हुनु मुलुककै दुर्भाग्य। 
  ",34,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-06T17:59:43.000Z,image,"जसपाका नेताको भाई DSP रामकुमार यादवले सप्तरीमा घर-घर पसेर महिलालाई कुटेको, टाउको फोडेको र मचाएको  ताण्डव, हसिँया लिएर आक्रमण गर्ने वडाअध्यक्ष पक्राऊ नपरेको, जसपाको ईशारामा निर्दोषलाई पक्रेर #यातना बारे ज्ञापनपत्र CDO/SP द्वारा लिन अस्वीकार   ",48,13.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-06T13:45:45.000Z,image,किसान आन्दोलन १४औं दिन - पौष २२ गते विभिन्न जिल्लामा भएका गतिविधि हेर्न ,35,2.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-05T14:02:47.000Z,video,किसान आन्दोलन किन ?,55,15.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-03T00:27:54.000Z,image,"गोली लागेका आन्दोलनकारी अस्पतालको बेडबाटै डा. सी. के. राउतलाई भने - खुट्टामा मात्रै हैन, छातीमै गोली खान तैयार छौं, यो राक्षसी राजको अन्त्य हुनेछ।

गोली लागेर घाइते ५ जना, अन्य दर्जनौं घाइते - दुई जनाको स्थिति गम्भीर.

किसान आन्दोलन, धनुषा पौष १८।",44,8.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-02T13:44:03.000Z,image,"पौष १८ गते #आइतबार, बेलुका ९ बजे, Himalaya TV मा डा. सी. के. राउत वरिष्ठ पत्रकार राजेन्द्र बानियाँका साथमा कार्यक्रम #यक्षप्रश्न मा",57,8.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-02T06:59:33.000Z,video,"चिल्ला कारको चिन्ता हुने, उद्योगपतिको ट्रकको चिन्ता हुने तर करोडौं किसानको भोका छोराछोरीको चिन्ता नहुने ? #किसानआन्दोलन",50,8.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-01-01T14:07:01.000Z,image,झापादेखि बर्दियासम्म #किसान आन्दोलनका दृश्यहरू - पौष १७ गते शनिबार,52,10.0,9.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
